105,335,643,5331,1
106,247,242,4412,1
107,247,242,2415,1
108,707,8,1475,1
109,707,8,3632,1
110,707,8,3564,1
111,707,8,5905,1
112,707,8,2132,1
113,707,8,2603,1
114,707,8,459,1
115,389,61,5835,1
116,389,61,2660,1
117,389,61,4376,1
118,441,701,169,1
119,441,701,298,1
120,441,701,2697,1
121,441,701,1046,1
122,206,55,1532,1
123,206,55,5765,1
124,206,55,3017,1
125,206,55,4543,1
126,206,55,4058,1
127,983,765,4364,1
128,983,765,796,1
129,983,765,4415,1
130,940,725,4802,1
131,940,725,5782,1
132,443,481,5165,1
133,443,481,3825,1
134,741,966,1957,1
135,741,966,5259,1
136,741,966,1099,1
137,741,966,1144,1
138,324,952,3158,1
139,324,952,1533,1
140,324,952,5033,1
141,324,952,5140,1
142,324,952,1250,1
143,565,679,2142,1
144,565,679,5959,1
145,565,679,4686,1
146,565,679,5968,1
147,147,262,4561,1
148,147,262,4335,1
149,147,262,2259,1
150,147,262,548,1
151,147,262,3681,1
152,147,262,3158,1
153,293,503,1948,1
154,293,503,5702,1
155,293,503,95,1
156,117,102,4956,1
157,117,102,2654,1
158,117,102,2114,1
159,117,102,2089,1
160,7,480,1063,1
161,683,824,3545,1
162,683,824,1812,1
163,763,282,3787,1
164,763,282,5598,1
165,763,282,3052,1
166,531,66,1846,1
167,531,66,1224,1
168,531,66,5525,1
169,531,66,4641,1
170,406,86,2409,1
171,406,86,3007,1
172,406,86,3966,1
173,406,86,1445,1
174,32,958,3385,1
175,347,583,2756,1
176,347,583,3889,1
177,22,461,3354,1
178,669,161,896,1
179,669,161,4166,1
180,382,13,2631,1
181,382,13,3,1
182,164,584,1105,1
183,164,584,1217,1
184,164,584,2442,1
185,385,81,3328,1
186,385,81,1573,1
187,385,81,3833,1
188,385,81,5980,1
189,385,81,5936,1
190,385,81,2959,1
191,809,143,3543,1
192,809,143,1563,1
193,809,143,2214,1
194,809,143,5671,1
195,809,143,5586,1
196,809,143,5061,1
197,838,220,4303,2
198,838,220,4212,2
199,838,220,1858,2
200,838,220,5781,2
201,838,220,2430,2
202,587,660,4184,2
203,587,660,1733,2
204,587,660,187,2
205,587,660,2879,2
206,372,903,4901,2
207,372,903,4766,2
208,951,32,1664,2
209,951,32,4822,2
210,951,32,3107,2
211,64,215,2090,2
212,64,215,2403,2
213,64,215,3075,2
214,353,609,1260,2
215,353,609,4139,2
216,353,609,3958,2
217,353,609,5847,2
218,353,609,4530,2
219,353,609,4002,2
220,626,495,4590,2
221,626,495,85,2
222,626,495,1830,2
223,626,495,5490,2
224,626,495,1581,2
225,626,495,2473,2
226,938,492,5022,2
227,938,773,3480,2
228,938,773,4540,2
229,938,773,4746,2
230,938,773,959,2
231,938,773,4865,2
232,663,518,4778,2
233,663,518,553,2
234,663,518,3579,2
235,765,425,4125,2
236,765,425,3486,2
237,621,574,1591,2
238,621,574,5011,2
239,252,495,3672,2
240,252,495,3234,2
241,397,228,2852,2
242,397,228,4630,2
243,397,228,1281,2
244,397,228,3595,2
245,659,244,2279,2
246,659,244,115,2
247,709,875,4914,2
248,709,875,1249,2
249,709,875,5193,2
250,31,621,5538,2
251,31,621,1391,2
252,31,621,5347,2
253,31,621,3472,2
254,855,34,925,2
255,855,34,1032,2
256,855,34,1376,2
257,855,34,380,2
258,855,34,3194,2
259,855,34,2082,2
260,855,34,4224,2
261,139,464,1877,2
262,139,464,5720,2
263,139,464,3874,2
264,697,682,5746,2
265,747,13,1209,2
266,747,13,4741,2
267,747,13,2793,2
268,747,13,897,2
269,747,13,3037,2
270,747,13,933,2
271,189,567,3925,2
272,189,567,2140,2
273,189,567,5110,2
274,189,567,806,2
275,92,252,4639,2
276,92,252,1622,2
277,242,857,5672,2
278,426,997,5128,2
279,379,872,5215,2
280,379,872,2766,2
281,379,872,3085,2
282,379,872,3215,2
283,379,872,1474,2
284,442,346,4473,2
285,442,346,4090,2
286,193,866,2928,2
287,193,866,228,2
288,193,866,496,2
289,193,866,1020,2
290,193,866,3438,2
291,508,400,2117,2
292,508,400,1599,2
293,508,400,4570,2
294,459,349,4186,2
295,459,349,2483,2
296,459,349,1437,2
297,459,349,1466,2
298,459,349,5698,2
299,459,349,250,2
300,459,349,324,2
301,365,29,3818,2
302,365,29,719,2
303,365,29,447,2
304,758,607,5347,2
305,758,607,3043,2
306,758,607,462,2
307,758,607,2182,2
308,758,607,4894,2
309,758,607,5151,2
310,758,607,3638,2
311,758,607,4222,2
312,282,493,1407,2
313,282,493,936,2
314,282,493,5972,2
315,282,493,221,2
316,282,493,1129,2
317,282,493,1196,2
318,282,493,4648,2
319,205,793,3001,2
320,205,793,1059,2
321,205,793,5036,2
322,205,793,4481,2
323,901,390,5202,2
324,180,940,4731,2
325,180,940,103,2
326,180,940,1789,2
327,180,940,161,2
328,180,940,387,2
329,130,94,2489,2
330,130,94,3452,2
331,78,511,5491,2
332,78,511,5318,2
333,78,511,3100,2
334,388,694,3815,2
335,388,694,4522,2
336,126,814,1235,2
337,126,814,3486,2
338,126,814,5921,2
339,126,814,118,2
340,722,184,4405,2
341,722,184,2729,2
342,722,184,4701,2
343,722,184,2732,2
344,722,184,245,2
345,722,184,5808,2
346,433,771,471,2
347,433,771,636,2
348,433,771,74,2
349,433,771,969,2
350,433,771,5628,2
351,833,305,4718,2
352,833,305,2398,2
353,833,305,219,2
354,834,176,2655,2
355,834,176,5912,2
356,834,176,1021,2
357,834,176,4705,2
358,834,176,4758,2
359,834,176,5977,2
360,720,315,1256,2
361,720,315,2152,2
362,119,769,5530,2
363,119,769,5265,2
364,119,769,1838,2
365,119,769,3827,2
366,41,336,3093,2
367,41,336,67,2
368,41,336,1440,2
369,41,336,4050,2
370,715,26,3251,2
371,715,26,4481,2
372,715,26,4205,2
373,715,26,1747,2
374,715,26,1859,2
375,308,803,2181,2
376,308,803,2632,2
377,308,803,3954,2
378,308,803,2187,2
379,279,857,556,2
380,279,857,1922,2
381,279,857,1771,2
382,279,857,215,2
383,279,857,3489,2
384,279,857,923,2
385,279,857,4467,2
386,660,159,2060,2
387,660,159,1066,2
388,660,159,3005,2
389,660,159,2499,2
390,732,212,3285,2
391,732,212,2627,2
392,732,212,341,2
393,732,212,1374,2
394,732,212,5997,2
395,732,212,2010,2
396,732,212,1289,2
397,692,930,2701,2
398,692,930,4939,2
399,692,930,4047,2
400,353,288,32,2
401,353,288,744,2
402,353,288,1572,2
403,628,572,1109,2
404,628,572,5274,2
405,628,572,4022,2
406,628,572,3807,2
407,752,528,754,2
408,752,528,5041,2
409,752,528,4557,2
410,752,528,3273,2
411,752,528,5932,2
412,762,737,5883,2
413,762,737,2033,2
414,762,737,5720,2
415,664,212,986,2
416,664,212,3869,2
417,664,212,3162,2
418,664,212,5239,2
419,664,212,4657,2
420,707,916,3086,2
421,707,916,623,2
422,763,878,4984,2
423,763,878,4264,2
424,763,878,3292,2
425,962,415,609,2
426,962,415,2161,2
427,838,238,2677,2
428,838,238,3053,2
429,809,19,3066,2
430,809,19,1137,2
431,809,19,605,2
432,809,19,1800,2
433,809,19,139,2
434,809,19,4375,2
435,581,885,449,2
436,581,885,5288,2
437,581,885,2188,2
438,581,885,1877,2
439,581,885,4309,2
440,946,56,4786,2
441,946,56,4305,2
442,946,56,5689,2
443,946,56,3039,2
444,946,56,4976,2
445,575,605,4032,3
446,575,605,4404,3
447,575,605,422,3
448,575,605,4141,3
449,575,605,3347,3
450,575,605,5232,3
451,575,605,788,3
452,944,501,3244,3
453,944,501,1158,3
454,944,501,90,3
455,944,501,2078,3
456,799,281,2842,3
457,799,281,666,3
458,799,281,2912,3
459,799,281,1167,3
460,799,281,781,3
461,976,274,5333,3
462,976,274,1233,3
463,976,274,4668,3
464,976,274,4162,3
465,976,274,572,3
466,418,61,4139,3
467,418,61,3108,3
468,418,61,4036,3
469,457,719,4005,3
470,457,719,1545,3
471,457,719,1542,3
472,457,719,1989,3
473,457,719,1435,3
474,457,719,102,3
475,457,719,4335,3
476,940,388,4205,3
477,940,388,3314,3
478,940,388,4200,3
479,365,265,5718,3
480,365,265,5521,3
481,365,265,2203,3
482,365,265,221,3
483,421,251,3673,3
484,421,251,956,3
485,421,251,828,3
486,421,251,4121,3
487,421,251,4579,3
488,427,383,2584,3
489,427,383,4765,3
490,427,383,5566,3
491,427,383,5418,3
492,427,383,4986,3
493,427,383,5122,3
494,427,383,1960,3
495,427,383,4567,3
496,427,383,2237,3
497,383,494,1942,3
498,383,494,2718,3
499,383,494,4266,3
500,383,494,2332,3
501,383,494,3254,3
502,383,494,2573,3
503,137,734,5814,3
504,137,734,2127,3
505,137,734,5993,3
506,938,293,5446,3
507,938,293,4388,3
508,938,293,1783,3
509,938,293,3090,3
510,938,293,672,3
511,885,527,1476,3
512,885,527,3148,3
513,885,527,1532,3
514,731,287,1012,3
515,423,566,980,3
516,423,566,1648,3
517,423,566,1258,3
518,423,566,950,3
519,423,566,5303,3
520,59,679,2019,3
521,59,679,2550,3
522,114,547,248,3
523,114,547,5462,3
524,114,547,5516,3
525,932,290,5016,3
526,932,290,3023,3
527,715,292,5220,3
528,715,292,4096,3
529,715,292,4260,3
530,715,292,5926,3
531,715,292,3479,3
532,168,255,91,3
533,168,255,5585,3
534,168,255,1620,3
535,168,255,5376,3
536,168,255,655,3
537,168,255,2099,3
538,18,341,2223,3
539,18,341,5690,3
540,18,341,2388,3
541,18,341,141,3
542,755,48,5275,3
543,755,48,3830,3
544,974,884,2280,3
545,974,884,5892,3
546,318,240,5147,3
547,318,240,4693,3
548,318,240,4118,3
549,318,240,5989,3
550,318,240,886,3
551,318,240,3128,3
552,318,240,4467,3
553,257,83,2524,3
554,257,83,5341,3
555,257,83,4947,3
556,257,83,1056,3
557,257,83,421,3
558,257,83,1893,3
559,753,723,1652,3
560,753,723,1111,3
561,753,723,1339,3
562,20,215,2317,3
563,20,215,522,3
564,20,215,196,3
565,197,647,3658,3
566,693,662,1999,3
567,693,662,4445,3
568,693,662,1952,3
569,693,662,5606,3
570,861,560,755,3
571,861,560,4201,3
572,861,560,1623,3
573,861,560,5546,3
574,861,560,1290,3
575,709,80,4398,3
576,709,80,3640,3
577,709,80,192,3
578,709,80,1370,3
579,709,80,1067,3
580,949,802,3927,3
581,949,802,1428,3
582,949,802,4747,3
583,949,802,5759,3
584,949,802,91,3
585,964,821,3396,3
586,964,821,3296,3
587,964,821,5260,3
588,964,821,411,3
589,511,752,5673,3
590,511,752,2692,3
591,214,327,75,3
592,214,327,4750,3
593,214,327,5292,3
594,692,587,5393,3
595,692,587,1412,3
596,912,14,164,3
597,912,14,1313,3
598,912,14,759,3
599,912,14,3574,3
600,912,14,2056,3
601,912,14,5128,3
602,912,14,5233,3
603,912,14,4102,3
604,646,515,2463,3
605,646,515,868,3
606,646,515,2346,3
607,646,515,1348,3
608,646,515,5212,3
609,429,700,5701,3
610,429,700,366,3
611,429,700,4644,3
612,429,700,3357,3
613,429,700,1323,3
614,271,301,1438,3
615,271,301,2237,3
616,271,301,5118,3
617,532,43,4102,3
618,927,516,1560,3
619,927,516,758,3
620,233,544,4642,3
621,233,544,1722,3
622,228,793,5748,3
623,228,793,2951,3
624,228,793,792,3
625,422,332,4575,3
626,422,332,272,3
627,683,379,2736,3
628,683,379,3512,3
629,690,730,4124,3
630,690,730,1766,3
631,117,118,1434,3
632,117,118,3309,3
633,117,118,101,3
634,117,118,3615,3
635,117,118,303,3
636,966,254,5783,3
637,966,254,1060,3
638,966,254,2970,3
639,716,669,4422,3
640,618,872,5146,3
641,618,872,1966,3
642,618,872,4355,3
643,618,872,2203,3
644,398,107,715,3
645,398,107,5178,3
646,398,107,1114,3
647,696,815,5512,4
648,696,815,557,4
649,266,208,71,4
650,266,208,1827,4
651,266,208,3448,4
652,608,130,5889,4
653,608,130,966,4
654,108,521,94,4
655,108,521,4582,4
656,802,718,5476,4
657,802,718,4873,4
658,802,718,255,4
659,802,718,5818,4
660,925,312,609,4
661,925,312,2793,4
662,925,312,5274,4
663,960,462,1292,4
664,960,462,3296,4
665,960,462,2429,4
666,960,462,4432,4
667,63,747,4178,4
668,63,747,262,4
669,63,747,4367,4
670,63,747,3572,4
671,63,747,1771,4
672,709,147,972,4
673,709,147,2954,4
674,922,419,4360,4
675,922,419,107,4
676,922,419,4508,4
677,922,419,1434,4
678,922,419,599,4
679,922,419,3829,4
680,122,226,5023,4
681,122,226,467,4
682,181,768,4637,4
683,181,768,5365,4
684,181,768,1320,4
685,181,768,5143,4
686,181,768,5940,4
687,490,649,5819,4
688,490,649,2829,4
689,490,649,4912,4
690,490,649,5685,4
691,490,649,13,4
692,704,825,2150,4
693,704,825,4604,4
694,596,672,1460,4
695,596,672,574,4
696,648,314,469,4
697,818,482,1732,4
698,818,482,5416,4
699,958,639,3178,4
700,958,639,4214,4
701,958,639,1530,4
702,958,639,3559,4
703,958,639,5503,4
704,958,639,164,4
705,958,639,2192,4
706,958,639,4069,4
707,660,2,2147,4
708,660,2,1904,4
709,660,2,3307,4
710,660,2,2255,4
711,758,850,4555,4
712,758,850,3420,4
713,758,850,3672,4
714,758,850,5736,4
715,91,178,3324,4
716,91,178,3497,4
717,91,178,3572,4
718,32,94,5243,4
719,32,94,3924,4
720,32,94,4446,4
721,32,94,4724,4
722,32,94,743,4
723,32,94,27,4
724,32,94,5191,4
725,808,891,1262,4
726,808,891,4560,4
727,808,891,2579,4
728,808,891,2638,4
729,808,891,1843,4
730,65,222,3765,4
731,65,222,4421,4
732,65,222,945,4
733,191,154,2406,4
734,191,154,5816,4
735,191,154,5335,4
736,846,94,1371,4
737,827,996,3753,4
738,827,996,3152,4
739,827,996,926,4
740,271,974,3273,4
741,271,974,1029,4
742,271,974,1787,4
743,271,974,3276,4
744,271,974,1701,4
745,271,974,2588,4
746,998,764,5125,4
747,998,764,4039,4
748,707,909,3475,4
749,707,909,746,4
750,765,242,3315,4
751,765,242,3305,4
752,765,242,2846,4
753,765,242,3394,4
754,765,242,5880,4
755,501,217,4554,4
756,501,217,540,4
757,647,490,396,4
758,647,490,1514,4
759,647,490,2951,4
760,971,141,5280,4
761,971,141,4082,4
762,971,141,3085,4
763,971,141,4654,4
764,853,414,5834,4
765,853,414,3007,4
766,853,414,3555,4
767,853,414,4065,4
768,747,565,4013,4
769,747,565,775,4
770,747,565,1114,4
771,747,565,5062,4
772,879,587,5432,4
773,879,587,4154,4
774,879,587,636,4
775,879,587,3233,4
776,879,587,2276,4
777,697,788,5438,4
778,697,788,2204,4
779,697,788,288,4
780,697,788,466,4
781,163,460,4176,4
782,163,460,1259,4
783,163,460,2845,4
784,163,460,2867,4
785,720,84,5198,4
786,464,721,3725,4
787,464,721,4546,4
788,464,721,174,4
789,464,721,5805,4
790,891,628,1361,4
791,891,628,4608,4
792,891,628,144,4
793,891,628,5619,4
794,891,628,5549,4
795,891,628,5648,4
796,891,628,1990,4
797,891,628,5358,4
798,733,108,4693,4
799,733,108,5176,4
800,733,108,5968,4
801,733,108,5388,4
802,733,108,635,4
803,202,587,3771,4
804,202,587,2419,4
805,202,587,1578,4
806,202,587,977,4
807,202,587,1928,4
808,849,394,3869,4
809,849,394,5159,4
810,849,394,1286,4
811,849,394,5686,4
812,849,394,3756,4
813,180,549,2529,4
814,180,549,5528,4
815,180,549,1710,4
816,180,549,2429,4
817,328,346,5798,4
818,328,346,1832,4
819,328,346,147,4
820,924,327,4380,4
821,924,327,5068,4
822,924,327,4765,4
823,480,792,3406,4
824,546,605,2047,4
825,546,605,3770,4
826,546,605,1585,4
827,539,783,2024,4
828,539,783,1346,4
829,539,783,5590,4
830,539,783,4934,4
831,539,783,5874,4
832,446,824,4556,4
833,446,824,3809,4
834,446,824,293,4
835,726,673,723,4
836,726,673,2219,4
837,640,210,3601,4
838,640,210,5536,4
839,640,210,720,4
840,208,499,5570,4
841,208,499,5123,4
842,208,499,4130,4
843,946,953,1585,4
844,881,220,2539,4
845,881,220,2475,4
846,881,220,2361,4
847,78,278,4054,4
848,78,278,4728,4
849,78,278,4135,4
850,78,278,270,4
851,78,278,1756,4
852,78,278,2615,4
853,107,112,258,4
854,107,112,5719,4
855,107,112,3005,4
856,107,112,5297,4
857,399,853,2126,4
858,399,853,166,4
859,399,853,5455,4
860,399,853,5536,4
861,399,853,5141,4
862,399,853,3073,4
863,399,853,5838,4
864,941,622,3224,4
865,941,622,5951,4
866,941,622,5564,4
867,941,622,4057,4
868,941,622,83,4
869,561,909,3457,4
870,561,909,4277,4
871,561,909,957,4
872,420,679,1929,4
873,420,679,5139,4
874,662,997,4766,5
875,662,997,2942,5
876,543,43,216,5
877,543,43,5336,5
878,543,43,1037,5
879,543,43,4055,5
880,543,43,3503,5
881,353,465,1603,5
882,353,465,2770,5
883,353,465,1984,5
884,134,30,1526,5
885,134,30,2192,5
886,134,30,2864,5
887,404,704,5026,5
888,404,704,3519,5
889,770,837,302,5
890,770,837,5546,5
891,770,837,2799,5
892,770,837,91,5
893,770,837,2388,5
894,770,837,4774,5
895,770,837,2610,5
896,770,837,1279,5
897,206,339,3118,5
898,206,339,1959,5
899,206,339,2808,5
900,241,450,3156,5
901,241,450,4326,5
902,241,450,2953,5
903,241,450,4254,5
904,278,224,4869,5
905,278,224,2479,5
906,278,224,1883,5
907,278,224,697,5
908,836,531,5032,5
909,836,531,2907,5
910,465,160,3554,5
911,465,160,3989,5
912,465,160,4532,5
913,465,160,1934,5
914,465,160,3740,5
915,185,396,5369,5
916,185,396,3038,5
917,185,396,916,5
918,967,629,992,5
919,967,629,473,5
920,967,629,3927,5
921,967,629,3162,5
922,967,629,3865,5
923,358,572,3969,5
924,358,572,2471,5
925,312,279,951,5
926,312,279,4598,5
927,312,279,3625,5
928,426,613,2109,5
929,426,613,1730,5
930,426,613,4199,5
931,426,613,5412,5
932,426,613,5269,5
933,446,801,3038,5
934,446,801,2170,5
935,446,801,5774,5
936,446,801,4015,5
937,180,765,5142,5
938,180,765,5375,5
939,180,765,442,5
940,180,765,1018,5
941,733,852,4490,5
942,733,852,3863,5
943,733,852,4632,5
944,234,662,3932,5
945,234,662,4568,5
946,234,662,1321,5
947,234,662,3115,5
948,234,662,1623,5
949,96,520,4032,5
950,96,520,4974,5
951,96,520,2907,5
952,655,810,5927,5
953,655,810,367,5
954,655,810,27,5
955,655,810,3106,5
956,655,810,530,5
957,655,810,5268,5
958,547,734,4629,5
959,547,734,1222,5
960,547,734,2218,5
961,612,705,5820,5
962,612,705,2969,5
963,757,463,4579,5
964,757,463,1443,5
965,757,463,3148,5
966,757,463,2106,5
967,757,463,3667,5
968,81,992,3339,5
969,81,992,1001,5
970,81,992,254,5
971,69,140,1466,5
972,69,140,3306,5
973,69,140,5117,5
974,317,991,47,5
975,317,991,3878,5
976,317,991,303,5
977,42,671,4967,5
978,42,671,4490,5
979,42,671,3365,5
980,394,231,598,5
981,394,231,2684,5
982,394,231,2661,5
983,394,231,2320,5
984,776,669,918,5
985,776,669,3851,5
986,776,669,2836,5
987,776,669,1088,5
988,951,520,3348,5
989,951,520,2167,5
990,93,856,3694,5
991,93,856,2799,5
992,93,856,2511,5
993,93,856,4132,5
994,93,856,5660,5
995,756,364,5289,5
996,756,364,4558,5
997,756,364,3435,5
998,32,735,5434,5
999,32,735,3613,5
1000,32,735,1857,5
1001,32,735,4390,5
1002,32,735,3189,5
1003,230,965,2107,5
1004,230,965,788,5
1005,230,965,5534,5
1006,230,965,4486,5
1007,230,965,206,5
1008,230,965,1886,5
1009,936,565,1973,5
1010,936,565,5906,5
1011,936,565,3119,5
1012,936,565,1014,5
1013,936,565,4323,5
1014,708,83,5890,5
1015,708,83,5801,5
1016,261,211,3544,5
1017,261,211,3357,5
1018,708,284,536,5
1019,708,284,2853,5
1020,708,284,2960,5
1021,572,732,1328,5
1022,572,732,4415,5
1023,572,732,867,5
1024,572,732,4714,5
1025,572,732,5768,5
1026,623,195,499,5
1027,649,814,4265,5
1028,649,814,1065,5
1029,649,814,4605,5
1030,78,623,2974,5
1031,78,623,5278,5
1032,78,623,2774,5
1033,78,623,4985,5
1034,701,682,435,5
1035,701,682,3936,5
1036,701,682,1699,5
1037,62,654,1491,5
1038,62,654,660,5
1039,62,654,366,5
1040,62,654,5419,5
1041,164,251,302,5
1042,164,251,119,5
1043,294,977,3904,5
1044,294,977,3476,5
1045,294,977,3703,5
1046,294,977,3834,5
1047,294,977,3150,5
1048,935,478,1397,5
1049,935,478,4463,5
1050,935,478,5579,5
1051,608,220,2468,5
1052,608,220,910,5
1053,608,220,5447,5
1054,608,220,925,5
1055,329,771,2244,5
1056,329,771,3890,5
1057,329,771,4315,5
1058,334,718,1805,5
1059,334,718,2214,5
1060,334,718,1407,5
1061,768,915,107,5
1062,768,915,1276,5
1063,768,915,3007,5
1064,768,915,2583,5
1065,768,915,4462,5
1066,768,915,5055,5
1067,230,718,2955,5
1068,230,718,1102,5
1069,276,13,4591,5
1070,276,13,1965,5
1071,276,13,1457,5
1072,944,238,5957,5
1073,944,238,90,5
1074,944,238,80,5
1075,292,931,4293,5
1076,292,931,5839,5
1077,292,931,4734,5
1078,518,75,5065,5
1079,518,75,3699,5
1080,518,75,2448,5
1081,518,75,2623,5
1082,800,290,5722,6
1083,881,189,3720,6
1084,881,189,2305,6
1085,881,189,1229,6
1086,881,189,12,6
1087,881,189,1074,6
1088,731,26,594,6
1089,731,26,3652,6
1090,731,26,2524,6
1091,731,26,5504,6
1092,549,833,1714,6
1093,549,833,1658,6
1094,549,833,5138,6
1095,693,169,1540,6
1096,693,169,558,6
1097,693,169,1823,6
1098,693,169,5509,6
1099,693,169,4332,6
1100,693,169,2380,6
1101,773,326,5766,6
1102,773,326,1681,6
1103,773,326,456,6
1104,983,134,5315,6
1105,983,134,799,6
1106,983,134,3463,6
1107,983,134,2310,6
1108,454,205,600,6
1109,454,205,75,6
1110,454,205,5087,6
1111,454,205,670,6
1112,142,412,4453,6
1113,142,412,4313,6
1114,142,412,2703,6
1115,142,412,2027,6
1116,142,412,4142,6
1117,589,614,235,6
1118,589,614,264,6
1119,589,614,2197,6
1120,151,208,135,6
1121,28,554,2413,6
1122,28,554,925,6
1123,28,554,3847,6
1124,507,50,2008,6
1125,507,50,3560,6
1126,507,50,2872,6
1127,507,50,1138,6
1128,507,50,1231,6
1129,239,858,5828,6
1130,239,858,5544,6
1131,3,656,3633,6
1132,3,656,5622,6
1133,3,656,3097,6
1134,720,228,4198,6
1135,720,228,1991,6
1136,720,228,5479,6
1137,720,228,4394,6
1138,742,329,892,6
1139,742,329,3210,6
1140,742,329,4613,6
1141,742,329,3864,6
1142,371,492,868,6
1143,371,492,4285,6
1144,371,492,2323,6
1145,371,492,5832,6
1146,371,492,3576,6
1147,319,88,1553,6
1148,319,88,5516,6
1149,319,88,2044,6
1150,319,88,3163,6
1151,458,818,4113,6
1152,458,818,4428,6
1153,458,818,2086,6
1154,381,659,2657,6
1155,381,659,3897,6
1156,381,659,4370,6
1157,381,659,3346,6
1158,808,345,5507,6
1159,808,345,5620,6
1160,808,345,769,6
1161,808,345,2162,6
1162,808,345,3013,6
1163,503,519,1990,6
1164,503,519,1862,6
1165,503,519,2101,6
1166,503,519,1212,6
1167,503,519,56,6
1168,524,954,4420,6
1169,524,954,4705,6
1170,524,954,3769,6
1171,746,883,532,6
1172,746,883,3364,6
1173,746,883,207,6
1174,746,883,258,6
1175,363,4,5035,6
1176,363,4,2931,6
1177,642,671,3578,6
1178,642,671,3112,6
1179,642,671,727,6
1180,642,671,4755,6
1181,642,671,398,6
1182,642,671,5193,6
1183,331,720,5066,6
1184,13,508,5506,6
1185,605,977,1350,6
1186,605,977,536,6
1187,605,977,2554,6
1188,605,977,4618,6
1189,184,394,5217,6
1190,945,848,3036,6
1191,945,848,4018,6
1192,945,848,754,6
1193,945,848,5621,6
1194,945,848,2422,6
1195,945,848,5901,6
1196,287,386,4730,6
1197,287,386,1288,6
1198,287,386,1172,6
1199,287,386,4566,6
1200,849,799,3248,6
1201,849,799,2670,6
1202,849,799,5371,6
1203,246,917,2086,6
1204,246,917,3465,6
1205,246,917,5492,6
1206,36,249,997,6
1207,36,249,5971,6
1208,36,249,5225,6
1209,543,937,2069,6
1210,543,937,300,6
1211,543,937,446,6
1212,543,937,5750,6
1213,543,937,4334,6
1214,887,599,619,6
1215,887,599,1578,6
1216,887,599,4448,6
1217,142,692,3820,6
1218,142,692,1273,6
1219,142,692,4487,6
1220,142,692,1284,6
1221,142,692,3923,6
1222,142,692,1357,6
1223,3,741,4174,6
1224,3,741,3481,6
1225,3,741,2259,6
1226,3,741,3749,6
1227,3,741,4956,6
1228,3,741,1010,6
1229,730,990,804,6
1230,730,990,212,6
1231,730,990,1439,6
1232,744,745,993,6
1233,744,745,3586,6
1234,744,745,1268,6
1235,13,732,3772,6
1236,13,732,2969,6
1237,13,732,5281,6
1238,13,732,1901,6
1239,13,732,3992,6
1240,13,732,4204,6
1241,626,935,2677,6
1242,626,935,1176,6
1243,626,935,2080,6
1244,626,935,1358,6
1245,626,935,3987,6
1246,626,935,3815,6
1247,626,935,707,6
1248,38,348,2329,6
1249,960,242,1063,6
1250,960,242,789,6
1251,960,242,3082,6
1252,960,242,418,6
1253,960,242,4247,6
1254,960,242,2703,6
1255,208,936,4332,6
1256,208,936,4294,6
1257,208,936,1801,6
1258,208,936,1483,6
1259,208,936,260,6
1260,208,936,3560,6
1261,993,558,5269,6
1262,993,558,5136,6
1263,993,558,2824,6
1264,148,457,5775,6
1265,163,321,2100,6
1266,163,321,1057,6
1267,163,321,3187,6
